"sol:0","sol:1","sol:2","anal2","error2","Points:0","Points:1","Points:2"
1.1864,-0.97416,0,0.98888,0.016459,2.9629,2.8049,0.016459
2.9328,-1.5678,0,1.9069,0.085487,2.6265,2.077,0.085487
3.1884,-1.3316,0,2.0549,0.094453,2.5013,2.0067,0.094453
1.1175,0.89936,0,0.96151,0.012996,1.041,2.8467,0.012996
2.5258,1.7368,0,1.6724,0.071121,1.2214,2.1974,0.071121
2.3059,1.3507,0,1.553,0.062744,1.318,2.321,0.062744
2.8587,2.0521,0,1.8709,0.082311,1.1937,2.0528,0.082311
2.5595,-1.9999,0,1.6927,0.072236,2.8631,2.1529,0.072236
2.4607,-2.2893,0,1.6364,0.068695,2.9857,2.142,0.068695
4.9347,2.9997,0,3.3585,0.13135,1.2463,1.4105,0.13135
5.0487,3.6957,0,3.5263,0.12687,1.114,1.3602,0.12687
4.9,2.3413,0,3.2739,0.13551,1.3925,1.4361,0.13551
0.73961,-5.8572,0,0.57992,0.013307,4.0035,1.6682,0.013307
0.32086,-6.4293,0,0.28517,0.0029737,4.0964,1.5705,0.0029737
0.71434,5.8681,0,0.56222,0.012677,-0.009821,1.6664,0.012677
0.2842,6.4253,0,0.25834,0.0021544,-0.10461,1.5705,0.0021544
-5.3402,-1.4756,0,-4.6648,0.056287,5.4789,0.34717,0.056287
-5.5417,-2.3144,0,-4.6782,0.071962,5.3987,0.51064,0.071962
-5.3615,1.5279,0,-4.6712,0.057529,-1.474,0.35767,0.057529
-5.5249,2.3597,0,-4.6542,0.07256,-1.3961,0.52169,0.07256
2.7155,-1.7782,0,1.7821,0.07778,2.7469,2.1294,0.07778
1.1182,-5.3455,0,0.83318,0.023752,3.8948,1.7526,0.023752
1.1253,5.3751,0,0.83885,0.023871,0.10617,1.7468,0.023871
-4.6291,0.68491,0,-4.2536,0.031295,-1.5917,0.19011,0.031295
-4.6122,-0.6658,0,-4.2454,0.030569,5.5941,0.18546,0.030569
6.341,-0.50996,0,4.4601,0.15675,2.1302,0.94493,0.15675
-2.8234,-1.794,0,-2.3691,0.037859,5.734,0.93583,0.037859
4.0386,-9.25,0,3.6009,0.036475,3.6335,1.1025,0.036475
5.6407,-8.6449,0,5.0388,0.050161,3.4643,1.0248,0.050161
2.3279,-9.724,0,2.0909,0.019749,3.8232,1.1437,0.019749
-2.8097,1.8008,0,-2.356,0.037813,-1.7333,0.94324,0.037813
-0.40126,0.95782,0,-0.35707,0.0036819,-1.7332,2.7053,0.0036819
-0.4016,-0.95701,0,-0.35755,0.0036704,5.7349,2.7046,0.0036704
4.194,9.3692,0,3.774,0.035004,0.37358,1.0844,0.035004
2.3602,9.8315,0,2.1326,0.018972,0.17726,1.1334,0.018972
5.9452,8.7154,0,5.3743,0.047568,0.55016,0.99612,0.047568
8.5097,-4.5009,0,7.1132,0.11637,2.9285,0.73809,0.11637
9.4143,-4.3816,0,8.2181,0.099684,2.9428,0.61673,0.099684
9.8148,-5.3381,0,8.9385,0.073026,3.0477,0.62571,0.073026
8.7185,-5.3842,0,7.5514,0.097254,3.033,0.7473,0.097254
9.035,-3.6223,0,7.6442,0.1159,2.8455,0.60491,0.1159
9.8966,-3.3795,0,8.7512,0.095449,2.8736,0.48099,0.095449
10.496,-4.1646,0,9.6249,0.072558,2.9713,0.49265,0.072558
11.618,-3.6068,0,11.128,0.040848,2.9933,0.36715,0.040848
10.961,-5.0093,0,10.442,0.043293,3.0565,0.50742,0.043293
10.041,-6.3474,0,9.534,0.042288,3.1407,0.63958,0.042288
4.6853,0.30579,0,3.0251,0.13835,1.9145,1.5217,0.13835
4.5702,0.73481,0,2.9484,0.13515,1.7917,1.5581,0.13515
4.9172,0.8574,0,3.2089,0.14237,1.7689,1.4441,0.14237
5.0276,0.40531,0,3.2843,0.14528,1.8917,1.4077,0.14528
4.2535,0.59198,0,2.7225,0.12758,1.8225,1.665,0.12758
4.1146,0.95103,0,2.6355,0.12326,1.7089,1.7063,0.12326
4.4309,1.1177,0,2.8595,0.13094,1.6781,1.5994,0.13094
4.2425,1.4853,0,2.7411,0.12511,1.5624,1.6517,0.12511
4.5627,1.723,0,2.9805,0.13185,1.5219,1.5467,0.13185
4.7523,1.3274,0,3.1013,0.13759,1.6377,1.4944,0.13759
5.1754,1.5566,0,3.4382,0.14476,1.5984,1.3629,0.14476
5.3268,1.0513,0,3.5381,0.14905,1.7297,1.3126,0.14905
6.8573,1.417,0,5.0253,0.15267,1.636,0.81636,0.15267
6.5357,0.86709,0,4.669,0.15556,1.7774,0.88639,0.15556
6.2566,1.3112,0,4.3779,0.15656,1.6764,1.0168,0.15656
6.6014,1.9254,0,4.7465,0.15457,1.5351,0.94679,0.15457
6.6897,0.43029,0,4.8748,0.15123,1.8831,0.78241,0.15123
6.5199,0.090779,0,4.6656,0.15453,1.976,0.85499,0.15453
6.3072,0.50947,0,4.4229,0.15703,1.8703,0.95897,0.15703
6.1974,0.18169,0,4.3081,0.15744,1.9539,0.99531,0.15744
5.9643,0.43962,0,4.0807,0.15696,1.8893,1.0875,0.15696
6.0886,0.77533,0,4.2038,0.15707,1.8058,1.0511,0.15707
5.7006,1.0526,0,3.854,0.15389,1.7362,1.1915,0.15389
5.8534,1.6024,0,4.0123,0.15342,1.6068,1.1572,0.15342
1.6731,-0.45931,0,1.2674,0.033803,2.3494,2.6697,0.033803
1.5159,-0.23204,0,1.2081,0.02565,2.2005,2.7554,0.02565
1.8143,-0.19786,0,1.3373,0.039745,2.1395,2.6188,0.039745
1.9819,-0.45594,0,1.4091,0.047729,2.2884,2.5331,0.047729
1.2361,-0.24863,0,1.0939,0.011852,2.273,2.8874,0.011852
1.2915,-0.042905,0,1.1225,0.014085,2.0452,2.8681,0.014085
1.3628,0.18764,0,1.1471,0.017979,1.8159,2.8298,0.017979
1.6491,0.027007,0,1.2672,0.031827,1.9787,2.6979,0.031827
2.0398,0.13429,0,1.4408,0.049918,1.9167,2.5191,0.049918
2.2207,-0.13695,0,1.527,0.05781,2.0775,2.4401,0.05781
-0.37234,-1.7534,0,-0.24293,0.010784,5.0265,2.576,0.010784
-0.36978,-1.4864,0,-0.26334,0.0088705,5.1777,2.6509,0.0088705
-0.25125,-1.3084,0,-0.18479,0.0055377,5.1101,2.7809,0.0055377
-0.24193,-1.5448,0,-0.15622,0.0071425,4.9589,2.706,0.0071425
-0.54857,-1.7049,0,-0.38686,0.013476,5.26,2.4711,0.013476
-0.49445,-1.3862,0,-0.37792,0.0097108,5.4296,2.5626,0.0097108
-0.34399,-1.2138,0,-0.27115,0.0060698,5.3473,2.7423,0.0060698
-0.29069,-0.96566,0,-0.25683,0.0028214,5.5003,2.8615,0.0028214
-0.22885,-1.0636,0,-0.19345,0.0029501,5.2589,2.8808,0.0029501
-0.14476,-1.1334,0,-0.11484,0.0024935,5.0277,2.9001,0.0024935
-0.23895,1.5401,0,-0.15421,0.0070612,-0.95687,2.7089,0.0070612
-0.24926,1.3058,0,-0.18344,0.005485,-1.1084,2.7829,0.005485
-0.3664,1.4821,0,-0.26102,0.0087818,-1.1757,2.6544,0.0087818
-0.36762,1.7467,0,-0.23974,0.010657,-1.0242,2.5804,0.010657
-0.14387,1.132,0,-0.11423,0.0024695,-1.0268,2.901,0.0024695
-0.22793,1.0623,0,-0.19285,0.0029234,-1.2581,2.8819,0.0029234
-0.29005,0.96498,0,-0.25637,0.002806,-1.4996,2.8624,0.002806
-0.34228,1.212,0,-0.26994,0.0060284,-1.346,2.7443,0.0060284
-0.49165,1.3837,0,-0.37583,0.0096519,-1.4279,2.5658,0.0096519
-0.54358,1.6999,0,-0.3833,0.013357,-1.2577,2.4758,0.013357
6.093,-2.7871,0,4.3177,0.14794,2.6459,1.124,0.14794
5.9669,-2.1406,0,4.1476,0.15161,2.5128,1.14,0.15161
6.4405,-2.1729,0,4.5973,0.1536,2.5155,1.0088,0.1536
6.6387,-2.8402,0,4.8435,0.1496,2.6486,0.99284,0.1496
5.5226,-2.1054,0,3.7574,0.1471,2.5181,1.264,0.1471
5.4186,-1.5431,0,3.6352,0.14862,2.3894,1.2887,0.14862
5.825,-1.5618,0,3.9851,0.15333,2.3841,1.1647,0.15333
5.6685,-1.0051,0,3.8245,0.15367,2.2526,1.2011,0.15367
6.0301,-0.95837,0,4.1513,0.15657,2.2388,1.0781,0.15657
6.2108,-1.5138,0,4.3416,0.15577,2.3703,1.0417,0.15577
6.6686,-1.4562,0,4.8103,0.15485,2.3647,0.88665,0.15485
6.9721,-2.0954,0,5.1468,0.15211,2.5099,0.85375,0.15211
5.7739,-6.8004,0,4.7149,0.088252,3.2847,1.1044,0.088252
5.0032,-6.2751,0,3.8942,0.092416,3.2885,1.2289,0.092416
5.3197,-5.4597,0,4.0223,0.10812,3.154,1.2309,0.10812
6.0576,-5.8321,0,4.7721,0.10712,3.1503,1.1063,0.10712
4.3517,-7.2155,0,3.4978,0.071161,3.4543,1.2354,0.071161
3.7531,-6.409,0,2.8617,0.074281,3.4481,1.3709,0.074281
4.3417,-5.6506,0,3.2272,0.092877,3.2822,1.3645,0.092877
3.8743,-5.0691,0,2.7786,0.091307,3.2652,1.4876,0.091307
4.2272,-4.535,0,2.9834,0.10365,3.1309,1.4754,0.10365
4.7235,-5.0203,0,3.4432,0.10669,3.1479,1.3523,0.10669
4.9513,-4.358,0,3.5339,0.11812,3.0163,1.3505,0.11812
5.528,-4.694,0,4.0733,0.12122,3.0224,1.229,0.12122
6.7209,5.6873,0,5.3931,0.11065,0.90229,1.0154,0.11065
5.9641,5.4301,0,4.6014,0.11356,0.89782,1.1327,0.11356
5.5279,6.3588,0,4.3852,0.095223,0.74703,1.1562,0.095223
6.3285,6.7912,0,5.2592,0.089113,0.7516,1.0391,0.089113
6.2336,4.5527,0,4.6908,0.12857,1.0427,1.1059,0.12857
5.6341,4.3352,0,4.1094,0.12706,1.0441,1.2203,0.12706
5.3279,5.0965,0,3.9656,0.11353,0.89927,1.2471,0.11353
4.7991,4.6403,0,3.4494,0.11248,0.92051,1.3632,0.11248
4.3364,5.2138,0,3.1584,0.098168,0.77753,1.4013,0.098168
4.8291,5.7775,0,3.6538,0.097945,0.75626,1.2851,0.097945
4.092,6.5818,0,3.1661,0.077154,0.57791,1.3166,0.077154
4.713,7.3639,0,3.8479,0.072091,0.56874,1.1878,0.072091
-0.46025,-6.6005,0,-0.29493,0.013776,4.257,1.5158,0.013776
-0.74196,-7.1896,0,-0.5291,0.017739,4.2751,1.4204,0.017739
-1.2197,-6.8158,0,-0.88488,0.027904,4.3875,1.4335,0.027904
-0.89325,-6.2952,0,-0.61064,0.023551,4.3693,1.5288,0.023551
0.005973,-7.5851,0,0.044649,0.003223,4.1281,1.3999,0.003223
-0.3471,-8.4063,0,-0.2529,0.0078497,4.1579,1.2929,0.0078497
-1.1955,-7.8829,0,-0.92634,0.022432,4.3049,1.3133,0.022432
-1.8311,-8.4468,0,-1.5066,0.027037,4.3525,1.2185,0.027037
-2.3128,-7.6788,0,-1.8471,0.03881,4.4727,1.2487,0.03881
-1.686,-7.2597,0,-1.2858,0.033356,4.4251,1.3436,0.033356
-2.0076,-6.6759,0,-1.503,0.042049,4.5341,1.3702,0.042049
-1.5483,-6.3234,0,-1.1138,0.036203,4.4964,1.46,0.036203
-0.90082,6.2145,0,-0.61329,0.02396,-0.37805,1.5394,0.02396
-1.2244,6.7227,0,-0.88356,0.0284,-0.39652,1.4444,0.0284
-0.77024,7.1157,0,-0.54834,0.018491,-0.28471,1.4281,0.018491
-0.48707,6.5386,0,-0.31348,0.014466,-0.26625,1.5232,0.014466
-1.532,6.2272,0,-1.0957,0.036358,-0.50444,1.4731,0.036358
-1.9791,6.5717,0,-1.4721,0.042251,-0.54174,1.3837,0.042251
-1.6807,7.1552,0,-1.2737,0.033915,-0.43381,1.355,0.033915
-2.2932,7.5768,0,-1.82,0.039432,-0.47981,1.2591,0.039432
-1.8424,8.3656,0,-1.509,0.027783,-0.35936,1.2251,0.027783
-1.2177,7.801,0,-0.93953,0.023177,-0.31333,1.3207,0.023177
-0.38801,8.3885,0,-0.28618,0.0084855,-0.16426,1.2937,0.0084855
-0.035529,7.5694,0,0.012359,0.0039907,-0.13562,1.4009,0.0039907
6.9705,-0.1542,0,5.5221,0.1207,2.0568,0.48281,0.1207
6.9354,0.24167,0,5.3201,0.13461,1.9227,0.58609,0.13461
7.0462,0.4316,0,5.5797,0.12221,1.8444,0.48968,0.12221
6.9303,0.048802,0,5.6808,0.10412,1.9784,0.3864,0.10412
6.8251,-0.037672,0,5.1018,0.14361,2.0111,0.67592,0.14361
6.9114,0.71926,0,5.1679,0.14529,1.7948,0.69258,0.14529
7.2853,1.7246,0,5.5273,0.1465,1.5442,0.71331,0.1465
7.1906,0.96399,0,5.5586,0.136,1.7029,0.58953,0.136
7.4655,1.074,0,5.9853,0.12335,1.6295,0.48573,0.12335
7.1437,0.53122,0,5.8794,0.10536,1.771,0.38588,0.10536
-0.65976,5.7987,0,-0.42139,0.019864,-0.3599,1.6224,0.019864
-0.91926,5.5279,0,-0.60331,0.02633,-0.45143,1.6383,0.02633
-1.1763,5.8998,0,-0.80778,0.030713,-0.46958,1.5554,0.030713
-0.72961,5.2833,0,-0.45884,0.022564,-0.42882,1.6988,0.022564
-0.87402,5.0449,0,-0.55728,0.026395,-0.49823,1.7204,0.026395
-1.0638,5.2654,0,-0.70122,0.030212,-0.52084,1.66,0.030212
-1.1745,4.9158,0,-0.77271,0.033486,-0.60186,1.6951,0.033486
-1.4589,5.1153,0,-0.98954,0.039112,-0.64311,1.6197,0.039112
-1.3648,5.502,0,-0.93316,0.035971,-0.56209,1.5846,0.035971
-1.7087,5.7746,0,-1.2081,0.041716,-0.59694,1.5023,0.041716
-1.1897,-5.9884,0,-0.82163,0.030673,4.4625,1.542,0.030673
-0.93211,-5.6108,0,-0.61534,0.026397,4.4453,1.6243,0.026397
-0.65442,-5.8735,0,-0.41952,0.019575,4.3521,1.6111,0.019575
-1.7479,-5.8708,0,-1.2437,0.042019,4.5911,1.4861,0.042019
-1.3987,-5.5927,0,-0.96246,0.036357,4.5572,1.568,0.036357
-1.5027,-5.1998,0,-1.0254,0.039772,4.6397,1.6017,0.039772
-1.209,-4.9933,0,-0.80011,0.034076,4.5989,1.6782,0.034076
-1.0887,-5.347,0,-0.72207,0.030552,4.5164,1.6444,0.030552
-0.89667,-5.1229,0,-0.57554,0.02676,4.4945,1.7047,0.02676
-0.74111,-5.3618,0,-0.46904,0.022672,4.4234,1.6845,0.022672
7.0613,-0.41457,0,5.8167,0.10371,2.1828,0.3797,0.10371
7.2149,-0.72028,0,5.7701,0.12041,2.2619,0.47211,0.12041
6.9834,-0.42157,0,5.381,0.13353,2.1358,0.57521,0.13353
7.5204,-0.87511,0,6.2802,0.10335,2.3774,0.3663,0.10335
7.7678,-1.2909,0,6.3452,0.11855,2.456,0.45083,0.11855
7.32,-1.0766,0,5.7304,0.13247,2.3405,0.55665,0.13247
7.3708,-1.5828,0,5.6571,0.14281,2.4374,0.66043,0.14281
6.8973,-1.1831,0,5.0884,0.15074,2.3141,0.77122,0.15074
6.9638,-0.74693,0,5.2442,0.1433,2.2171,0.66747,0.1433
6.7042,-0.33645,0,4.8995,0.1504,2.0923,0.76817,0.1504
1.132,1.9181,0,0.85932,0.022724,0.52601,2.5816,0.022724
1.071,1.5313,0,0.85302,0.018163,0.6273,2.7039,0.018163
0.85931,1.418,0,0.72585,0.011121,0.48948,2.7895,0.011121
0.89836,1.7906,0,0.71677,0.015133,0.38819,2.6672,0.015133
1.2811,1.5915,0,0.97616,0.025412,0.75392,2.6297,0.025412
1.183,1.2654,0,0.95059,0.019367,0.84822,2.74,0.019367
0.99179,1.2101,0,0.84089,0.012575,0.7216,2.8142,0.012575
0.91227,0.93187,0,0.83462,0.0064714,0.82893,2.9131,0.0064714
0.80503,1.0935,0,0.73317,0.0059884,0.59855,2.9011,0.0059884
0.67102,1.2355,0,0.61135,0.0049719,0.36152,2.8884,0.0049719
3.9589,1.2634,0,2.5401,0.11823,1.6042,1.7498,0.11823
3.7653,1.5546,0,2.4224,0.11191,1.4978,1.8014,0.11191
4.0413,1.7992,0,2.6167,0.11872,1.456,1.7033,0.11872
3.8347,0.7833,0,2.4465,0.11568,1.7448,1.8048,0.11568
3.6839,1.0751,0,2.3558,0.11068,1.6401,1.8483,0.11068
3.438,0.89232,0,2.1986,0.10328,1.6806,1.9404,0.10328
3.2821,1.1251,0,2.1077,0.097868,1.5834,1.9856,0.097868
3.5202,1.3244,0,2.2584,0.10515,1.5429,1.8935,0.10515
3.3281,1.552,0,2.1448,0.098612,1.4438,1.9449,0.098612
3.5623,1.7995,0,2.2999,0.1052,1.3987,1.8528,0.1052
5.0343,-1.5199,0,3.3253,0.14242,2.3984,1.4058,0.14242
4.952,-1.0255,0,3.2407,0.14261,2.2744,1.4326,0.14261
5.3171,-1.0306,0,3.5295,0.14897,2.2653,1.3155,0.14897
4.5998,-1.0185,0,2.9776,0.13518,2.2861,1.546,0.13518
4.5274,-0.58091,0,2.9145,0.13441,2.1661,1.5733,0.13441
4.8699,-0.56758,0,3.1662,0.14197,2.1544,1.46,0.14197
4.7793,-0.11751,0,3.0933,0.1405,2.0324,1.4905,0.1405
5.116,-0.068039,0,3.3506,0.14711,2.018,1.3779,0.14711
5.2103,-0.53482,0,3.4302,0.14834,2.14,1.3474,0.14834
5.551,-0.4993,0,3.7111,0.15332,2.1272,1.2329,0.15332
-6.0394,8.6545,0,-5.7025,0.028068,-0.64963,0.85973,0.028068
-6.2507,7.3239,0,-5.6417,0.050754,-0.78152,0.84563,0.050754
-7.356,7.4837,0,-6.9597,0.033022,-0.77993,0.74449,0.033022
-4.9686,6.9077,0,-4.2071,0.063454,-0.78798,0.98641,0.063454
-5.0838,5.7513,0,-4.1728,0.075925,-0.94473,0.96037,0.075925
-6.1978,5.9017,0,-5.3448,0.071087,-0.93865,0.82004,0.071087
-6.0914,4.7629,0,-5.1224,0.080745,-1.0796,0.76782,0.080745
-7.0785,4.7866,0,-6.1994,0.073257,-1.0488,0.6548,0.073257
-7.348,6.1282,0,-6.6745,0.056118,-0.90742,0.70664,0.056118
-8.4693,6.1597,0,-8.0488,0.035036,-0.88621,0.61,0.035036
-7.3969,-7.4946,0,-7.012,0.032081,4.7792,0.74113,0.032081
-6.3166,-7.3524,0,-5.7211,0.049621,4.7799,0.83929,0.049621
-6.0713,-8.6766,0,-5.7444,0.027244,4.6488,0.85675,0.027244
-8.498,-6.1554,0,-8.0844,0.034461,4.886,0.60754,0.034461
-7.41,-6.1308,0,-6.7481,0.05516,4.9064,0.70082,0.05516
-7.137,-4.7713,0,-6.2642,0.072731,5.0484,0.64756,0.072731
-6.1657,-4.7566,0,-5.2005,0.080436,5.0786,0.75778,0.080436
-6.2756,-5.9148,0,-5.4308,0.070403,4.9371,0.81142,0.070403
-5.1733,-5.7855,0,-4.2656,0.075642,4.9421,0.94861,0.075642
-5.0452,-6.9581,0,-4.2924,0.062726,4.7852,0.97694,0.062726
-9.6848,-1.5148,0,-9.3245,0.030019,5.09,0.15885,0.030019
-8.5177,-1.9346,0,-7.9349,0.048566,5.1593,0.24007,0.048566
-9.7052,-3.103,0,-9.2737,0.035959,5.0393,0.3143,0.035959
-7.8434,-0.59646,0,-7.5591,0.023695,5.2208,0.080364,0.023695
-5.5127,-0.40126,0,-5.2735,0.019934,5.4502,0.083835,0.019934
-7.0334,-1.0393,0,-6.5467,0.040557,5.2962,0.1643,0.040557
-6.4345,-1.3838,0,-5.8018,0.052728,5.3546,0.25013,0.052728
-7.6012,-2.2581,0,-6.8527,0.062372,5.2181,0.32601,0.062372
-9.6996,3.1161,0,-9.2669,0.036055,-1.039,0.31572,0.036055
-8.516,1.9522,0,-7.9302,0.048821,-1.1589,0.24229,0.048821
-9.6843,1.5224,0,-9.3229,0.030118,-1.0899,0.15965,0.030118
-7.5972,2.2872,0,-6.8439,0.062774,-1.2171,0.33029,0.062774
-6.4437,1.4111,0,-5.803,0.053397,-1.3531,0.25476,0.053397
-7.0426,1.0567,0,-6.5502,0.041033,-1.2953,0.16686,0.041033
-5.522,0.41018,0,-5.278,0.020334,-1.4495,0.085596,0.020334
-7.8461,0.60247,0,-7.5591,0.02391,-1.2208,0.081169,0.02391
5.3653,0.47135,0,3.555,0.15086,1.8783,1.2953,0.15086
5.4487,-0.01809,0,3.6206,0.15234,2.0046,1.2655,0.15234
5.7202,0.45575,0,3.8579,0.15519,1.8848,1.1742,0.15519
5.9935,0.014572,0,4.1064,0.15726,1.9963,1.0726,0.15726
5.7544,0.032371,0,3.8853,0.15576,1.9918,1.1594,0.15576
5.8554,-0.45416,0,3.9797,0.15631,2.1144,1.1268,0.15631
0.88504,-1.8271,0,0.70505,0.015,3.634,2.6584,0.015
0.85851,-1.4539,0,0.72119,0.011443,3.5267,2.7787,0.011443
1.0705,-1.6013,0,0.84587,0.018718,3.403,2.6846,0.018718
1.1141,-1.9936,0,0.84305,0.022588,3.5103,2.5643,0.022588
0.66939,-1.247,0,0.60855,0.0050699,3.6456,2.885,0.0050699
0.80845,-1.115,0,0.73205,0.0063664,3.4105,2.8938,0.0063664
0.92746,-0.96437,0,0.83847,0.007416,3.1799,2.8996,0.007416
1.0086,-1.2685,0,0.84369,0.013739,3.2962,2.7934,0.013739
1.2197,-1.3743,0,0.96023,0.021621,3.1841,2.7018,0.021621
1.2965,-1.7209,0,0.97499,0.026791,3.2909,2.593,0.026791
6.1142,2.2044,0,4.2883,0.15216,1.4759,1.1007,0.15216
6.2849,2.9528,0,4.5142,0.14757,1.3258,1.0813,0.14757
6.865,2.655,0,5.0582,0.15057,1.385,0.92736,0.15057
5.4803,1.8931,0,3.7072,0.14776,1.5294,1.274,0.14776
5.7088,2.5144,0,3.9496,0.1466,1.3985,1.2176,0.1466
5.3915,2.6351,0,3.6919,0.14163,1.3574,1.3009,0.14163
5.4656,3.1109,0,3.8023,0.13861,1.2612,1.2788,0.13861
5.8135,2.9964,0,4.0888,0.14373,1.3023,1.1955,0.14373
5.7994,3.6838,0,4.16,0.13662,1.1691,1.1981,0.13662
6.3413,3.6797,0,4.655,0.14052,1.1926,1.084,0.14052
11.843,1.519,0,11.452,0.032537,1.0744,0.16074,0.032537
10.867,1.9654,0,10.155,0.059344,1.1342,0.24542,0.059344
11.71,3.0739,0,11.211,0.041587,1.0297,0.31774,0.041587
10.404,0.62362,0,10.058,0.028867,1.1804,0.082312,0.028867
8.4611,0.42707,0,8.0691,0.032671,1.3723,0.086849,0.032671
9.6907,1.0728,0,9.0231,0.055635,1.2527,0.16923,0.055635
9.172,1.4041,0,8.2113,0.080059,1.3126,0.26051,0.080059
10.012,2.2636,0,8.9916,0.085042,1.1944,0.33678,0.085042
6.8737,-0.1945,0,5.8682,0.083795,2.1107,0.28793,0.083795
6.891,-0.28846,0,6.1711,0.059991,2.2385,0.18891,0.059991
7.2463,-0.55629,0,6.2352,0.084261,2.3106,0.28068,0.084261
6.4923,-0.10368,0,6.109,0.031942,2.1696,0.095664,0.031942
7.0156,-0.23291,0,6.6219,0.032807,2.3689,0.093243,0.032807
8.0061,-0.37807,0,7.6031,0.033583,2.5633,0.089663,0.033583
7.527,-0.54289,0,6.7961,0.060908,2.4323,0.18292,0.060908
7.975,-0.92902,0,6.9694,0.083797,2.4991,0.26856,0.083797
-0.63054,1.4319,0,-0.49219,0.01153,-1.5508,2.4067,0.01153
-0.72978,1.3307,0,-0.60705,0.010227,-1.7178,2.2583,0.010227
-0.9337,1.6961,0,-0.72246,0.017603,-1.5873,2.1073,0.017603
-0.79219,1.808,0,-0.57853,0.017805,-1.4203,2.2556,0.017805
-0.56957,1.0265,0,-0.51843,0.0042619,-1.8578,2.4033,0.0042619
-0.79669,1.1902,0,-0.71569,0.0067497,-1.86,2.105,0.0067497
-1.0866,1.3341,0,-0.97031,0.0096929,-1.8627,1.8109,0.0096929
-1.0311,1.5519,0,-0.84751,0.0153,-1.7227,1.9659,0.0153
-1.303,1.9503,0,-1.0053,0.024809,-1.5964,1.8328,0.024809
-1.1568,2.1048,0,-0.84884,0.025664,-1.461,1.9741,0.025664
-0.79937,-1.8143,0,-0.58383,0.017962,5.4217,2.2493,0.017962
-0.94046,-1.7009,0,-0.7277,0.01773,5.5879,2.1014,0.01773
-0.73227,-1.332,0,-0.60921,0.010255,5.7185,2.2553,0.010255
-0.63356,-1.4338,0,-0.49463,0.011578,5.5523,2.4032,0.011578
-1.1697,-2.1147,0,-0.85837,0.025942,5.4615,1.9655,0.025942
-1.3138,-1.9566,0,-1.0136,0.025014,5.5965,1.8258,0.025014
-1.036,-1.5545,0,-0.85155,0.015371,5.723,1.9617,0.015371
-1.0893,-1.335,0,-0.97268,0.0097179,5.8628,1.8085,0.0097179
-0.79817,-1.1908,0,-0.71709,0.0067568,5.8602,2.1032,0.0067568
-0.5702,-1.0266,0,-0.5191,0.0042583,5.8583,2.4022,0.0042583
0.84963,-3.8932,0,0.63168,0.018163,3.9296,2.0751,0.018163
0.85083,-3.3433,0,0.63304,0.018149,3.8962,2.2166,0.018149
1.1793,-3.3953,0,0.84548,0.027815,3.744,2.1757,0.027815
1.2375,-3.9608,0,0.88567,0.029316,3.7774,2.0342,0.029316
0.43369,-3.1356,0,0.359,0.0062244,4.1144,2.2858,0.0062244
0.50567,-2.5825,0,0.41435,0.0076102,4.0529,2.4537,0.0076102
0.85648,-2.7436,0,0.64495,0.017627,3.8348,2.3845,0.017627
0.87509,-2.2754,0,0.67263,0.016871,3.749,2.5222,0.016871
1.143,-2.4056,0,0.84078,0.025187,3.5999,2.4435,0.025187
1.1594,-2.9021,0,0.83755,0.02682,3.6857,2.3057,0.02682
1.4669,-2.9521,0,1.0309,0.036334,3.5432,2.2463,0.036334
1.5331,-3.4608,0,1.0717,0.038449,3.6015,2.1163,0.038449
1.298,3.9637,0,0.92514,0.031071,0.24542,2.0282,0.031071
1.2375,3.3803,0,0.88288,0.029551,0.28407,2.1731,0.029551
0.88614,3.3305,0,0.65614,0.019167,0.12247,2.2178,0.019167
0.88182,3.8964,0,0.65282,0.019084,0.083814,2.073,0.019084
1.6319,3.427,0,1.1343,0.041467,0.44292,2.1094,0.041467
1.5554,2.8881,0,1.0868,0.03905,0.51006,2.2461,0.03905
1.2158,2.8576,0,0.87422,0.028462,0.35122,2.3097,0.028462
1.185,2.3478,0,0.86967,0.026278,0.43911,2.452,0.026278
0.89923,2.241,0,0.69013,0.017424,0.27511,2.5294,0.017424
0.88838,2.724,0,0.66627,0.018509,0.18722,2.3872,0.018509
0.52163,2.5698,0,0.42548,0.008013,-0.040744,2.4573,0.008013
0.44882,3.1285,0,0.36916,0.006639,-0.1055,2.288,0.006639
11.95,-2.2005,0,11.539,0.034244,2.9501,0.22598,0.034244
10.73,-1.956,0,9.9854,0.062052,2.8549,0.25076,0.062052
11.667,-0.95077,0,11.365,0.025222,2.9091,0.10302,0.025222
10.883,-2.9997,0,10.074,0.067388,2.9134,0.36018,0.067388
9.364,-2.7969,0,8.0672,0.10807,2.7855,0.47257,0.10807
10.123,-2.4442,0,9.1072,0.084638,2.8247,0.35196,0.084638
9.4854,-2.1317,0,8.3361,0.095779,2.7486,0.36299,0.095779
9.9423,-1.7231,0,9.0492,0.074427,2.7783,0.262,0.074427
11.175,4.6118,0,10.657,0.043171,0.96398,0.46807,0.043171
10.239,4.7611,0,9.3777,0.071762,0.99047,0.55532,0.071762
10.306,6.0812,0,9.8157,0.040891,0.87716,0.60845,0.040891
10.764,3.3636,0,9.9154,0.070711,1.0721,0.40407,0.070711
9.3499,2.4927,0,8.0842,0.10548,1.2405,0.43258,0.10548
9.8396,3.5128,0,8.6787,0.096741,1.1187,0.50008,0.096741
