"sol:0","sol:1","sol:2","anal2","error2","Points:0","Points:1","Points:2"
-0.32816,1.9822,0,-0.19444,0.011143,-0.87561,2.5302,0.011143
-0.17835,-3.5723,0,-0.055743,0.010217,4.4253,2.1194,0.010217
-0.26393,-3.1016,0,-0.11675,0.012266,4.5403,2.2283,0.012266
0.028628,-2.775,0,0.083824,0.0045997,4.3924,2.3684,0.0045997
-0.42297,-4.1875,0,-0.22611,0.016405,4.4583,1.9431,0.016405
-0.44063,-3.7242,0,-0.23679,0.016987,4.5324,2.0423,0.016987
-0.71725,-3.9211,0,-0.43065,0.023883,4.62,1.9484,0.023883
-0.73717,-3.5209,0,-0.44586,0.024276,4.7112,2.0232,0.024276
-0.49187,-3.3563,0,-0.27404,0.018153,4.6235,2.1172,0.018153
-0.55226,-2.9893,0,-0.32193,0.019194,4.741,2.1877,0.019194
-0.34466,-2.7738,0,-0.17857,0.013841,4.6578,2.2989,0.013841
0.036758,2.7616,0,0.089432,0.0043895,-0.38795,2.3735,0.0043895
-0.2515,3.0752,0,-0.10832,0.011932,-0.53713,2.2378,0.011932
-0.16573,3.5416,0,-0.047094,0.0098863,-0.42253,2.1289,0.0098863
-0.33549,2.7537,0,-0.17247,0.013585,-0.65594,2.3067,0.013585
-0.53973,2.9613,0,-0.31358,0.018846,-0.74056,2.1979,0.018846
-0.47555,3.3213,0,-0.2629,0.017721,-0.62175,2.129,0.017721
-0.71667,3.4795,0,-0.43163,0.023753,-0.7109,2.0367,0.023753
-0.6932,3.8714,0,-0.41359,0.023301,-0.61924,1.9631,0.023301
-0.42152,3.6817,0,-0.22354,0.016498,-0.5301,2.0554,0.016498
-0.40881,4.1407,0,-0.216,0.016067,-0.45869,1.9551,0.016067
3.7999,2.6744,0,2.5009,0.10825,1.1916,1.7215,0.10825
3.5512,2.3231,0,2.3149,0.10302,1.2454,1.8185,0.10302
3.2667,2.5257,0,2.1398,0.093907,1.1394,1.8816,0.093907
4.3642,2.715,0,2.9017,0.12188,1.2549,1.568,0.12188
4.0758,2.3905,0,2.6731,0.11689,1.3012,1.6639,0.11689
4.3243,2.0764,0,2.8287,0.12463,1.4095,1.6071,0.12463
3.8054,2.0881,0,2.4715,0.11116,1.3477,1.76,0.11116
3.3248,2.0168,0,2.1567,0.097341,1.2964,1.9113,0.097341
8.888,-7.5727,0,8.4199,0.039015,3.2444,0.75992,0.039015
8.8958,-6.4589,0,8.0639,0.069328,3.1436,0.75162,0.069328
7.5216,-8.6404,0,7.1088,0.034398,3.3662,0.8665,0.034398
7.7554,-7.4766,0,7.0021,0.062769,3.2584,0.86785,0.062769
6.7086,-7.1481,0,5.7446,0.080332,3.2663,0.98441,0.080332
7.8161,-6.3265,0,6.7331,0.090249,3.1412,0.86964,0.090249
-0.047433,-1.188,0,-0.025171,0.0018551,4.8053,2.9127,0.0018551
-0.1417,-1.364,0,-0.089836,0.0043221,4.8918,2.8127,0.0043221
0.058405,-1.2444,0,0.073103,0.0012248,4.5901,2.913,0.0012248
-0.030538,-1.4198,0,0.0065937,0.0030943,4.6896,2.8256,0.0030943
0.000219,-1.5984,0,0.041062,0.0034036,4.5963,2.7644,0.0034036
-0.084878,-1.7653,0,-0.019092,0.0054822,4.666,2.6835,0.0054822
-0.11151,-1.5753,0,-0.050104,0.0051172,4.7593,2.7447,0.0051172
-0.21748,-1.7776,0,-0.12133,0.0080129,4.8263,2.638,0.0080129
-0.14006,1.362,0,-0.088652,0.0042843,-0.89003,2.8141,0.0042843
-0.046822,1.1874,0,-0.024692,0.0018442,-0.80443,2.9131,0.0018442
-0.21342,1.7722,0,-0.1185,0.0079102,-0.82331,2.6413,0.0079102
-0.10892,1.5728,0,-0.048181,0.0050613,-0.75647,2.7465,0.0050613
-0.081468,1.7614,0,-0.016614,0.0054045,-0.66284,2.6857,0.0054045
0.002386,1.5966,0,0.042737,0.0033626,-0.59373,2.7655,0.0033626
-0.029049,1.4193,0,0.0078067,0.0030713,-0.68737,2.8262,0.0030713
0.059137,1.2444,0,0.07376,0.0012186,-0.58882,2.9131,0.0012186
1.146,0.46361,0,1.0371,0.0090725,1.4612,2.9096,0.0090725
1.4194,0.59481,0,1.1458,0.022795,1.4667,2.7706,0.022795
1.0633,0.60639,0,0.97858,0.0070574,1.2598,2.9252,0.0070574
1.2457,0.68087,0,1.0568,0.015738,1.3092,2.8348,0.015738
1.2756,0.83363,0,1.0534,0.018513,1.2019,2.797,0.018513
1.4458,0.94373,0,1.1277,0.026505,1.2185,2.7095,0.026505
1.4185,0.77383,0,1.1299,0.024051,1.3257,2.7473,0.024051
1.663,0.95134,0,1.2354,0.035633,1.3129,2.6206,0.035633
-1.9222,1.4944,0,-1.7056,0.018047,-1.8569,1.2184,0.018047
-1.9389,1.9111,0,-1.5834,0.029622,-1.7158,1.3849,0.029622
-1.4632,1.4549,0,-1.2985,0.013723,-1.8588,1.5165,0.013723
-2.5705,2.5153,0,-1.986,0.048714,-1.5459,1.2558,0.048714
-1.8076,2.2271,0,-1.3909,0.034724,-1.5821,1.5575,0.034724
-1.4242,1.7547,0,-1.1638,0.021701,-1.7215,1.6774,0.021701
-1.4677,-1.4558,0,-1.3025,0.013767,5.8588,1.5133,0.013767
-1.9519,-1.9131,0,-1.5943,0.029801,5.7158,1.3781,0.029801
-1.928,-1.4939,0,-1.7109,0.018091,5.857,1.2149,0.018091
-1.4327,-1.758,0,-1.1707,0.021832,5.7216,1.6718,0.021832
-1.826,-2.2337,0,-1.4054,0.035047,5.5822,1.5484,0.035047
-2.5982,-2.5187,0,-2.0088,0.049115,5.5458,1.2455,0.049115
2.6578,-5.0316,0,1.8848,0.064418,3.4827,1.671,0.064418
2.8055,-5.7396,0,2.0514,0.062844,3.5315,1.5545,0.062844
2.2367,-5.8159,0,1.6433,0.049454,3.6518,1.6,0.049454
2.8679,-4.2371,0,1.9727,0.074597,3.3222,1.7551,0.074597
3.1055,-4.8222,0,2.1849,0.07671,3.362,1.6363,0.07671
3.5093,-4.4805,0,2.4431,0.08885,3.2335,1.6109,0.08885
3.41,-5.4736,0,2.4739,0.078005,3.3937,1.513,0.078005
3.0077,-6.7229,0,2.3101,0.058136,3.5859,1.4124,0.058136
2.3547,5.9298,0,1.7377,0.051421,0.36323,1.5729,0.051421
3.0166,5.8869,0,2.2234,0.066101,0.49184,1.512,0.066101
2.8803,5.1422,0,2.0521,0.069023,0.5503,1.6259,0.069023
3.1984,6.882,0,2.4811,0.05978,0.42983,1.3775,0.05978
3.7437,5.6261,0,2.7476,0.083013,0.63991,1.4511,0.083013
3.4397,4.9477,0,2.4393,0.08337,0.68195,1.5691,0.08337
-0.15415,-1.9954,0,-0.062464,0.0076401,4.6845,2.5853,0.0076401
-0.27397,-2.2392,0,-0.14244,0.010961,4.7368,2.4721,0.010961
-0.000739,-1.8873,0,0.050372,0.0042593,4.5386,2.6582,0.0042593
-0.060915,-2.1348,0,0.011224,0.0060116,4.5571,2.56,0.0060116
0.12682,-2.3625,0,0.15105,0.002019,4.3541,2.5117,0.002019
-0.18324,-2.499,0,-0.069392,0.0094869,4.5954,2.4167,0.0094869
-0.26792,2.2262,0,-0.13846,0.010788,-0.73485,2.4779,0.010788
-0.15034,1.9873,0,-0.059907,0.007536,-0.68255,2.589,0.007536
-0.17783,2.484,0,-0.065837,0.0093327,-0.59398,2.4224,0.0093327
0.13312,2.3556,0,0.15554,0.0018683,-0.34919,2.5147,0.0018683
-0.057439,2.1262,0,0.013579,0.0059182,-0.55522,2.5636,0.0059182
0.002599,1.883,0,0.052815,0.0041847,-0.53551,2.6604,0.0041847
3.6816,0.37555,0,2.3435,0.11151,1.8723,1.8657,0.11151
3.5699,0.65525,0,2.2766,0.10778,1.772,1.9005,0.10778
3.4191,0.30874,0,2.1811,0.10317,1.8876,1.9615,0.10317
3.3387,0.51694,0,2.1341,0.10038,1.8081,1.9874,0.10038
-0.3962,-4.5855,0,-0.21099,0.015434,4.4013,1.8641,0.015434
-0.68665,-4.7094,0,-0.41675,0.022492,4.4851,1.8039,0.022492
-0.67953,-4.2928,0,-0.4063,0.02277,4.5422,1.8829,0.02277
-0.65107,-5.0044,0,-0.39673,0.021195,4.4376,1.7556,0.021195
-0.91317,-4.8127,0,-0.58044,0.027727,4.542,1.7531,0.027727
-1.2436,-4.6083,0,-0.81642,0.035596,4.6744,1.7271,0.035596
-0.97272,-4.4575,0,-0.61703,0.029641,4.6175,1.802,0.029641
-0.97914,-4.058,0,-0.61784,0.030108,4.6954,1.8675,0.030108
-0.65617,4.2356,0,-0.38933,0.022237,-0.54227,1.8979,0.022237
-0.66719,4.6434,0,-0.40195,0.022104,-0.48748,1.8187,0.022104
-0.38712,4.5319,0,-0.20411,0.01525,-0.4039,1.8759,0.01525
-0.94772,4.0025,0,-0.59503,0.02939,-0.69515,1.8839,0.02939
-0.941,4.3931,0,-0.59337,0.028969,-0.61818,1.8187,0.028969
-1.2047,4.5387,0,-0.78669,0.034837,-0.6759,1.7448,0.034837
-0.88619,4.742,0,-0.55965,0.027212,-0.54414,1.769,0.027212
-0.63658,4.9323,0,-0.38507,0.020959,-0.44158,1.7701,0.020959
0.24411,1.6591,0,0.23872,0.00044893,-0.26941,2.7707,0.00044893
0.10279,1.8086,0,0.12837,0.0021313,-0.43056,2.7032,0.0021313
0.18075,1.3237,0,0.18518,0.00036929,-0.37055,2.8952,0.00036929
0.087258,1.5222,0,0.10963,0.0018643,-0.48878,2.8083,0.0018643
0.10034,-1.8138,0,0.12654,0.0021834,4.4329,2.701,0.0021834
0.24145,-1.6647,0,0.23657,0.00040691,4.2726,2.7685,0.00040691
0.085711,-1.5247,0,0.10842,0.001892,4.4906,2.8072,0.001892
0.1803,-1.3263,0,0.18482,0.00037657,4.3711,2.8942,0.00037657
-1.1752,-9.216,0,-0.99583,0.014945,4.2327,1.1828,0.014945
-2.0162,-9.907,0,-1.8227,0.016126,4.2879,1.089,0.016126
-2.6486,-8.9229,0,-2.2918,0.029737,4.4078,1.1253,0.029737
0.47124,-9.0158,0,0.42584,0.0037832,4.0347,1.2405,0.0037832
-0.30606,-10.084,0,-0.26133,0.0037272,4.1095,1.1298,0.0037272
0.61232,-10.86,0,0.58738,0.0020786,4.0088,1.0728,0.0020786
-1.212,-10.8,0,-1.1426,0.0057831,4.179,1.0517,0.0057831
-2.9675,-10.422,0,-2.8181,0.012449,4.3418,1.0075,0.012449
-2.6413,8.8409,0,-2.2744,0.030581,-0.41303,1.1317,0.030581
-2.0329,9.8533,0,-1.8324,0.016712,-0.29211,1.0923,0.016712
-1.2068,9.1648,0,-1.0202,0.015556,-0.23861,1.1861,0.015556
-2.9676,10.385,0,-2.8122,0.012957,-0.34387,1.0097,0.012957
-1.2301,10.78,0,-1.1585,0.005967,-0.18121,1.0526,0.005967
0.59574,10.874,0,0.57209,0.0019709,-0.010331,1.0717,0.0019709
-0.34052,10.079,0,-0.29238,0.0040121,-0.11321,1.1296,0.0040121
0.43679,9.041,0,0.39705,0.0033117,-0.038915,1.2378,0.0033117
-9.2823,-4.6739,0,-8.8493,0.036089,4.972,0.46461,0.036089
-8.2063,-4.7891,0,-7.5172,0.057424,5.0073,0.55095,0.057424
-8.6045,-3.366,0,-7.9238,0.056731,5.0896,0.39716,0.056731
-6.8466,-2.5082,0,-5.9923,0.071193,5.2665,0.41484,0.071193
-7.603,-3.5314,0,-6.7522,0.070898,5.1385,0.4862,0.070898
-6.7298,-3.6575,0,-5.7811,0.079064,5.1792,0.58248,0.079064
-8.1661,4.8038,0,-7.4701,0.058005,-1.0076,0.55531,0.058005
-9.2636,4.6839,0,-8.8264,0.036438,-0.9721,0.46652,0.036438
-6.683,3.6875,0,-5.73,0.079419,-1.1788,0.59101,0.079419
-7.5724,3.5597,0,-6.7171,0.071281,-1.1381,0.49185,0.071281
-6.8328,2.5441,0,-5.9727,0.071675,-1.2653,0.42144,0.071675
-8.5856,3.3875,0,-7.9011,0.057049,-1.0894,0.40049,0.057049
2.6349,-0.47466,0,1.7363,0.074881,2.2226,2.2588,0.074881
2.2816,-0.44686,0,1.5545,0.060586,2.2435,2.4052,0.060586
2.9902,-0.82139,0,1.9328,0.088112,2.3358,2.1066,0.088112
2.6772,-0.76903,0,1.7583,0.07657,2.3509,2.2288,0.07657
2.745,-1.0858,0,1.7956,0.079116,2.4756,2.1828,0.079116
2.4523,-1.0372,0,1.6358,0.068037,2.5077,2.2975,0.068037
2.3908,-0.74894,0,1.6066,0.065354,2.3831,2.3435,0.065354
2.0829,-0.72587,0,1.4513,0.052634,2.4281,2.4714,0.052634
1.9272,-0.98451,0,1.3654,0.046817,2.6127,2.5097,0.046817
2.0378,-1.2765,0,1.4115,0.052188,2.7277,2.4297,0.052188
1.7925,-1.2396,0,1.2844,0.042338,2.7985,2.5272,0.042338
2.1965,-1.0154,0,1.5017,0.057903,2.5542,2.3992,0.057903
2.5321,-1.3385,0,1.677,0.071255,2.621,2.2397,0.071255
2.2684,-1.2949,0,1.5338,0.061219,2.6675,2.3413,0.061219
2.3574,-1.5916,0,1.5781,0.064939,2.7685,2.2731,0.064939
2.1169,-1.5578,0,1.4459,0.055919,2.8287,2.3614,0.055919
-0.12698,-5.0091,0,-0.028067,0.0082431,4.2742,1.8039,0.0082431
-0.43841,-5.0506,0,-0.24676,0.015971,4.3681,1.7701,0.015971
0.16842,-5.5562,0,0.1752,0.0005647,4.1588,1.715,0.0005647
-0.19556,-5.5299,0,-0.081832,0.0094775,4.2601,1.7023,0.0094775
-0.30622,-6.0104,0,-0.16854,0.011473,4.2584,1.6144,0.011473
-0.50498,-5.4147,0,-0.30052,0.017038,4.3538,1.699,0.017038
-0.43574,4.9865,0,-0.2439,0.015987,-0.37341,1.7822,0.015987
-0.13481,4.9653,0,-0.033128,0.0084739,-0.27975,1.8119,0.0084739
-0.50692,5.3452,0,-0.30055,0.017198,-0.36066,1.7109,0.017198
-0.32654,5.9535,0,-0.18228,0.012022,-0.26687,1.6223,0.012022
-0.21027,5.4765,0,-0.091589,0.0098901,-0.26763,1.7109,0.0098901
0.14838,5.5279,0,0.16117,0.0010661,-0.16539,1.7194,0.0010661
6.754,0.19731,0,6.0352,0.059903,1.8362,0.19124,0.059903
6.8622,0.16633,0,5.851,0.084266,1.906,0.29042,0.084266
6.3637,0.019238,0,5.9836,0.031673,1.9686,0.096289,0.031673
6.6378,-0.045606,0,5.9243,0.059453,2.0382,0.19195,0.059453
-0.75421,-3.1753,0,-0.46291,0.024275,4.8061,2.087,0.024275
-0.77213,-2.8519,0,-0.48489,0.023936,4.9139,2.1427,0.023936
-0.9928,-3.6779,0,-0.62818,0.030385,4.7863,1.9273,0.030385
-0.98047,-3.3043,0,-0.62463,0.029653,4.8812,1.991,0.029653
-1.22,-3.3915,0,-0.79989,0.035007,4.9572,1.8968,0.035007
-0.94032,-2.9517,0,-0.60565,0.02789,4.9736,2.0595,0.02789
-0.75366,2.8216,0,-0.4724,0.023439,-0.91305,2.1555,0.023439
-0.73555,3.1401,0,-0.45019,0.02378,-0.80581,2.0998,0.02378
-0.91727,2.9187,0,-0.58976,0.027292,-0.97284,2.0738,0.027292
-1.1874,3.3511,0,-0.77661,0.034233,-0.95664,1.913,0.034233
-0.95357,3.2642,0,-0.60584,0.028978,-0.88046,2.0064,0.028978
-0.96276,3.6305,0,-0.60681,0.029663,-0.78554,1.9433,0.029663
1.7626,-1.8388,0,1.239,0.043635,3.0846,2.4297,0.043635
1.985,-1.8455,0,1.3648,0.051682,2.9935,2.3589,0.051682
2.0902,-2.187,0,1.4184,0.055977,3.0755,2.2664,0.055977
1.4434,-1.4599,0,1.0811,0.030194,3.0829,2.61,0.030194
1.6645,-1.5031,0,1.2009,0.038628,2.9866,2.5272,0.038628
1.5705,-1.2089,0,1.17,0.033374,2.8814,2.6154,0.033374
1.8988,-1.5464,0,1.327,0.047649,2.9037,2.439,0.047649
2.2163,-1.8671,0,1.4954,0.060078,2.9186,2.2814,0.060078
3.3883,-3.0124,0,2.2445,0.095319,2.9618,1.7989,0.095319
3.1298,-2.7557,0,2.0621,0.088976,2.9499,1.8941,0.088976
3.252,-2.4783,0,2.1283,0.093635,2.8505,1.8905,0.093635
3.5169,-2.7069,0,2.3123,0.10038,2.8624,1.7953,0.10038
2.9611,-2.9598,0,1.9628,0.08319,3.0395,1.9128,0.08319
2.7659,-2.6785,0,1.8293,0.078047,3.0146,2.001,0.078047
2.9217,-2.4927,0,1.9206,0.083428,2.9249,1.9823,0.083428
2.7622,-2.3288,0,1.8182,0.07867,2.9156,2.0486,0.07867
2.8448,-2.1552,0,1.8646,0.081682,2.8422,2.0453,0.081682
3.0084,-2.3067,0,1.9687,0.086645,2.8516,1.979,0.086645
3.0668,-2.0445,0,1.9972,0.089135,2.7596,1.9888,0.089135
3.311,-2.1937,0,2.1545,0.096377,2.7586,1.9003,0.096377
2.0903,1.6654,0,1.4285,0.055149,1.1172,2.3543,0.055149
1.8159,1.3466,0,1.2912,0.043726,1.1566,2.5015,0.043726
1.6727,1.5101,0,1.205,0.038981,1.014,2.5231,0.038981
1.8953,1.1507,0,1.3421,0.046104,1.287,2.501,0.046104
1.5962,1.1193,0,1.19,0.033847,1.1824,2.6212,0.033847
1.3679,1.0348,0,1.0788,0.024091,1.1144,2.7239,0.024091
1.5083,1.2236,0,1.1359,0.031038,1.0783,2.6356,0.031038
1.3537,1.2816,0,1.0465,0.025606,0.95617,2.6789,0.025606
3.3482,-1.8698,0,2.1665,0.098475,2.6547,1.9157,0.098475
3.6396,-2.0031,0,2.3581,0.10679,2.6507,1.8155,0.10679
3.606,-2.3551,0,2.3526,0.10446,2.7546,1.8001,0.10446
3.6525,-1.635,0,2.3521,0.10837,2.5396,1.8336,0.10837
3.9721,-2.14,0,2.5868,0.11544,2.6455,1.7075,0.11544
3.9232,-2.5505,0,2.5776,0.11214,2.7594,1.6966,0.11214
2.8504,-7.7413,0,2.3056,0.0454,3.6791,1.3115,0.0454
1.9001,-7.4206,0,1.5113,0.032395,3.8053,1.4006,0.032395
2.185,-6.5302,0,1.6601,0.04374,3.7121,1.5017,0.04374
1.2263,-8.2045,0,1.0243,0.016837,3.9292,1.3258,0.016837
0.70742,-7.5017,0,0.58817,0.0099375,4.0089,1.4184,0.0099375
1.3517,-6.883,0,1.0575,0.024517,3.8849,1.4933,0.024517
1.007,-6.5673,0,0.78931,0.018137,3.9479,1.5486,0.018137
1.2779,-6.1242,0,0.97069,0.025603,3.8795,1.6113,0.025603
1.6134,-6.3864,0,1.2262,0.032267,3.8166,1.5561,0.032267
1.7334,-5.7183,0,1.2773,0.03801,3.7563,1.6543,0.03801
2.2758,6.6616,0,1.7393,0.044704,0.29626,1.4778,0.044704
1.9387,7.5362,0,1.5506,0.032336,0.19655,1.3846,0.032336
2.9945,7.9112,0,2.4472,0.045607,0.33014,1.2846,0.045607
1.7922,5.7987,0,1.3233,0.03907,0.25229,1.6373,0.03907
1.6403,6.471,0,1.2506,0.032476,0.18536,1.5422,0.032476
1.275,6.1747,0,0.97049,0.02538,0.11829,1.6032,0.02538
0.98075,6.6006,0,0.77098,0.017481,0.046229,1.5439,0.017481
1.3521,6.9572,0,1.0612,0.024243,0.11329,1.4828,0.024243
0.67451,7.5314,0,0.56328,0.0092688,-0.014491,1.4146,0.0092688
1.2192,8.2865,0,1.0225,0.016392,0.068808,1.3165,0.016392
3.5652,-0.57019,0,2.2726,0.10772,2.199,1.9041,0.10772
3.6039,-0.91512,0,2.3019,0.1085,2.3138,1.8813,0.1085
3.2898,-0.86265,0,2.1085,0.098446,2.3218,1.9946,0.098446
3.8747,-0.58618,0,2.4693,0.11712,2.19,1.7947,0.11712
3.9239,-0.95787,0,2.5085,0.11795,2.3048,1.7702,0.11795
3.6331,-1.2715,0,2.3284,0.10873,2.428,1.8578,0.10873
-4.995,8.395,0,-4.5037,0.040943,-0.62932,0.95666,0.040943
-3.9005,8.1069,0,-3.349,0.045961,-0.58815,1.0702,0.045961
-4.5738,9.6487,0,-4.327,0.020568,-0.50105,0.94759,0.020568
-3.5937,9.2812,0,-3.2496,0.028675,-0.46306,1.0356,0.028675
-3.9517,-8.1937,0,-3.4129,0.044902,4.5835,1.0613,0.044902
-5.0456,-8.4507,0,-4.5684,0.039761,4.6267,0.95056,0.039761
-3.6138,-9.3529,0,-3.2822,0.02764,4.4592,1.0302,0.02764
-4.5944,-9.689,0,-4.3579,0.019709,4.4993,0.94449,0.019709
-1.5743,-3.9126,0,-1.0576,0.043057,4.9284,1.7297,0.043057
-1.5826,-4.3538,0,-1.0647,0.043161,4.8225,1.6843,0.043161
-1.2593,-3.8013,0,-0.82243,0.03641,4.8565,1.8342,0.03641
-1.2803,-4.2119,0,-0.838,0.036856,4.7656,1.7744,0.036856
-1.5331,4.2879,0,-1.0267,0.042197,-0.82385,1.7035,0.042197
-1.5282,3.8618,0,-1.0231,0.04209,-0.92832,1.748,0.04209
-1.2395,4.1518,0,-0.80763,0.035991,-0.7657,1.7924,0.035991
-1.2213,3.7504,0,-0.79474,0.035549,-0.8561,1.8518,0.035549
2.9549,-3.5439,0,1.9879,0.080586,3.1734,1.836,0.080586
3.2032,-3.9998,0,2.1857,0.084792,3.2083,1.7252,0.084792
3.1983,-3.3155,0,2.1361,0.088517,3.0703,1.8109,0.088517
3.4821,-3.6716,0,2.3533,0.094069,3.09,1.7063,0.094069
1.2381,-0.87559,0,1.0292,0.017415,2.854,2.8045,0.017415
1.0274,-0.80012,0,0.92724,0.0083457,2.952,2.9024,0.0083457
1.3444,-1.1482,0,1.0546,0.024147,2.9718,2.7103,0.024147
1.133,-1.0747,0,0.94535,0.015635,3.0731,2.8021,0.015635
3.3406,-1.5387,0,2.1522,0.099037,2.5501,1.9416,0.099037
3.3274,-1.2028,0,2.1365,0.099237,2.4384,1.9658,0.099237
3.0648,-1.7611,0,1.9891,0.089643,2.6685,2.016,0.089643
3.062,-1.455,0,1.9816,0.090033,2.5639,2.0419,0.090033
2.7788,-1.3819,0,1.8158,0.080251,2.5871,2.1469,0.080251
3.0226,-1.1335,0,1.9541,0.08904,2.4524,2.0778,0.08904
0.99347,0.76395,0,0.91456,0.0065764,1.0499,2.9234,0.0065764
1.1547,0.81881,0,0.99315,0.013461,1.1332,2.8485,0.013461
1.0838,1.0014,0,0.9273,0.013043,0.93765,2.8365,0.013043
1.2412,1.0171,0,1.0133,0.018995,1.0456,2.7754,0.018995
2.3576,1.8716,0,1.5759,0.065144,1.1245,2.235,0.065144
2.4163,1.5369,0,1.6115,0.067064,1.2697,2.2592,0.067064
2.1424,1.3695,0,1.4646,0.056486,1.2624,2.3785,0.056486
2.6101,1.6624,0,1.7205,0.07413,1.2703,2.1777,0.07413
2.4564,1.3346,0,1.6353,0.068425,1.3631,2.2677,0.068425
2.2215,1.1354,0,1.512,0.059124,1.3938,2.377,0.059124
2.7869,2.2705,0,1.8319,0.079587,1.1082,2.0488,0.079587
2.6894,1.8911,0,1.7678,0.076796,1.2075,2.1251,0.076796
3.0758,2.1585,0,2.0059,0.089152,1.207,1.9747,0.089152
2.9061,1.8696,0,1.8959,0.084184,1.264,2.0573,0.084184
2.4159,-1.8565,0,1.6093,0.067217,2.8528,2.2182,0.067217
2.5131,-2.145,0,1.6664,0.070563,2.9244,2.1475,0.070563
2.3012,-2.1497,0,1.542,0.063272,2.9902,2.2106,0.063272
2.6562,-2.0955,0,1.7506,0.07547,2.8694,2.1104,0.07547
2.6103,-2.3793,0,1.7271,0.073601,2.9706,2.0857,0.073601
2.4235,-2.4792,0,1.6158,0.06731,3.0543,2.1232,0.06731
5.1415,4.1093,0,3.656,0.1238,1.0452,1.3244,0.1238
4.7147,3.7574,0,3.2678,0.12058,1.0695,1.4301,0.12058
5.3339,3.5238,0,3.74,0.13283,1.1702,1.3023,0.13283
5.1351,2.9576,0,3.5139,0.1351,1.2712,1.3618,0.1351
4.9938,3.3383,0,3.4408,0.12941,1.1801,1.3853,0.12941
4.6507,3.036,0,3.1426,0.12567,1.2121,1.4796,0.12567
4.8681,1.992,0,3.2246,0.13696,1.4746,1.4512,0.13696
5.1679,2.362,0,3.4861,0.14015,1.4056,1.3623,0.14015
4.6233,2.3749,0,3.0665,0.12973,1.3622,1.5116,0.12973
4.9208,2.6642,0,3.3165,0.13369,1.3194,1.4233,0.13369
0.028281,-6.7346,0,0.06802,0.0033115,4.1504,1.5174,0.0033115
0.6099,-6.6726,0,0.49926,0.0092197,4.0312,1.5359,0.0092197
0.11751,-6.1175,0,0.13727,0.0016464,4.1518,1.616,0.0016464
0.53863,-5.5777,0,0.43492,0.008643,4.0569,1.7184,0.008643
0.54433,-6.1438,0,0.44475,0.0082984,4.0499,1.6194,0.0082984
0.89592,-6.0581,0,0.69526,0.016722,3.9666,1.632,0.016722
0.57573,6.6867,0,0.47425,0.0084567,-0.038204,1.5337,0.0084567
-0.010718,6.7088,0,0.039181,0.0041582,-0.15932,1.52,0.0041582
0.87075,6.0801,0,0.67777,0.016081,0.027197,1.6287,0.016081
0.51331,6.148,0,0.42249,0.0075684,-0.057223,1.6185,0.0075684
0.51756,5.5748,0,0.42015,0.0081178,-0.062657,1.7188,0.0081178
0.087366,6.0922,0,0.11561,0.002354,-0.15994,1.6192,0.002354
-4.9955,-1.9567,0,-4.2186,0.064747,5.4877,0.50199,0.064747
-5.481,-1.8927,0,-4.7001,0.065077,5.4388,0.42889,0.065077
-4.9316,-1.3543,0,-4.3068,0.052064,5.5373,0.35569,0.052064
-5.4588,-2.7467,0,-4.5356,0.076926,5.3617,0.60347,0.076926
-6.1665,-2.6679,0,-5.2563,0.075855,5.3114,0.50384,0.075855
-5.9895,-1.6921,0,-5.2553,0.06119,5.3937,0.33979,0.06119
-4.956,1.4069,0,-4.3151,0.053413,-1.5315,0.36721,0.053413
-5.4831,1.943,0,-4.6914,0.065982,-1.435,0.43966,0.065982
-4.9911,2.0042,0,-4.2047,0.065532,-1.4838,0.51392,0.065532
-6.001,1.7368,0,-5.2557,0.062111,-1.3905,0.3479,0.062111
-6.1439,2.7094,0,-5.2279,0.076326,-1.3096,0.51311,0.076326
-5.4263,2.7849,0,-4.4994,0.077246,-1.3599,0.61484,0.077246
2.824,-1.9411,0,1.8481,0.081321,2.7778,2.0761,0.081321
2.8256,-1.6772,0,1.8454,0.081681,2.6867,2.1032,0.081681
2.6393,-1.8915,0,1.7386,0.075058,2.805,2.1412,0.075058
2.5725,-1.6139,0,1.6991,0.07279,2.7206,2.196,0.07279
1.3196,-5.0844,0,0.964,0.029635,3.827,1.7925,0.029635
0.9057,-5.0465,0,0.68112,0.018715,3.9479,1.8172,0.018715
1.2847,-5.6566,0,0.95848,0.027183,3.862,1.6897,0.027183
0.94081,-5.6035,0,0.71639,0.018701,3.9491,1.7104,0.018701
0.91383,5.0653,0,0.68697,0.018905,0.054104,1.8132,0.018905
1.3534,5.1223,0,0.98819,0.030432,0.18057,1.7834,0.030432
0.93198,5.6254,0,0.7107,0.01844,0.048176,1.7066,0.01844
1.2968,5.7023,0,0.9686,0.027351,0.13927,1.6812,0.027351
-4.0804,0.29766,0,-3.9046,0.01465,-1.6709,0.095064,0.01465
-4.2344,0.7076,0,-3.8674,0.030587,-1.6591,0.22569,0.030587
-5.2858,0.78251,0,-4.8548,0.035924,-1.4953,0.18069,0.035924
-5.0233,1.0803,0,-4.4816,0.045147,-1.5328,0.27387,0.045147
-4.2178,-0.68696,0,-3.8598,0.029833,5.6618,0.22003,0.029833
-4.0713,-0.28977,0,-3.8998,0.014294,5.672,0.092738,0.014294
-5.0011,-1.0456,0,-4.4722,0.044071,5.5365,0.26629,0.044071
-5.2693,-0.76268,0,-4.847,0.035193,5.4972,0.1766,0.035193
6.3158,-0.84369,0,4.4314,0.15704,2.2126,0.97068,0.15704
